Statistics	Correct_Neighbors
Lengthd	10
Manhattan	9
Euclidean	9
Normalized-Vectors	9
Harmonic-Mean	9
Jefferey-Div	9
K-Div	9
Pearson-Coeff	9
KL-Cond	9
Intersection	9
D2z	9
SimMM	9
EuclideanZ	9
Kulczynski2	9
Similarity-ratio	9
Jensen-Shannon	9
N2r	9
N2rc	9
N2rrc	9
Hellinger	8
Chi-Squared	8
Squared-Chord	8
RRE-k-r	8
Spearman	8
Jaccard	8
D2s	8
Mismatch	8
Canberra	8
Kulczynski1	8
AFd	6
Markov	5
EMD	5
D2-star	5
