Statistics	Correct_Neighbors
Lengthd	10
Euclidean	9
Hellinger	8
Manhattan	8
Chi-Squared	8
Normalized-Vectors	8
Harmonic-Mean	8
Jefferey-Div	8
K-Div	8
Pearson-Coeff	8
Squared-Chord	8
KL-Cond	8
Intersection	8
RRE-k-r	8
D2z	8
SimMM	8
EuclideanZ	8
Spearman	8
Jaccard	8
D2s	8
Mismatch	8
Canberra	8
Kulczynski1	8
Kulczynski2	8
Similarity-ratio	8
Jensen-Shannon	8
N2r	8
N2rc	8
N2rrc	8
D2-star	7
Markov	6
AFd	6
EMD	5
