Statistics	Correct_Neighbors
Normalized-Vectors *N2rc	8
Normalized-Vectors *N2rrc	8
Normalized-Vectors *Hellinger^2	8
Normalized-Vectors *Manhattan^2	8
Normalized-Vectors *Euclidean^2	8
Normalized-Vectors *Chi-Squared^2	8
Normalized-Vectors *Normalized-Vectors^2	8
Normalized-Vectors *Harmonic-Mean^2	8
Normalized-Vectors *Jefferey-Div^2	8
Normalized-Vectors *K-Div^2	8
Normalized-Vectors *Pearson-Coeff^2	8
Normalized-Vectors *Squared-Chord^2	8
Normalized-Vectors *KL-Cond^2	8
Normalized-Vectors *Intersection^2	8
Normalized-Vectors *RRE-k-r^2	8
Normalized-Vectors *D2z^2	8
Normalized-Vectors *SimMM^2	8
Normalized-Vectors *EuclideanZ^2	8
Normalized-Vectors *EMD^2	8
Normalized-Vectors *Spearman^2	8
Normalized-Vectors *Jaccard^2	8
Normalized-Vectors *D2s^2	8
Normalized-Vectors *AFd^2	8
Normalized-Vectors *Mismatch^2	8
Normalized-Vectors *Canberra^2	8
Normalized-Vectors *Kulczynski1^2	8
Normalized-Vectors *Kulczynski2^2	8
Normalized-Vectors *Similarity-ratio^2	8
Normalized-Vectors *Jensen-Shannon^2	8
Normalized-Vectors *D2-star^2	8
Normalized-Vectors *N2r^2	8
Normalized-Vectors *N2rc^2	8
Normalized-Vectors *N2rrc^2	8
Harmonic-Mean *Jefferey-Div	8
Harmonic-Mean *K-Div	8
Harmonic-Mean *Pearson-Coeff	8
Harmonic-Mean *Squared-Chord	8
Harmonic-Mean *KL-Cond	8
Harmonic-Mean *Markov	8
Harmonic-Mean *Intersection	8
Harmonic-Mean *RRE-k-r	8
Harmonic-Mean *D2z	8
Harmonic-Mean *SimMM	8
Harmonic-Mean *EuclideanZ	8
Harmonic-Mean *EMD	8
Harmonic-Mean *Spearman	8
Harmonic-Mean *Jaccard	8
Harmonic-Mean *Lengthd	8
Harmonic-Mean *D2s	8
Harmonic-Mean *AFd	8
Harmonic-Mean *Mismatch	8
Harmonic-Mean *Canberra	8
Harmonic-Mean *Kulczynski1	8
Harmonic-Mean *Kulczynski2	8
Harmonic-Mean *Similarity-ratio	8
Harmonic-Mean *Jensen-Shannon	8
Harmonic-Mean *D2-star	8
Harmonic-Mean *N2r	8
Harmonic-Mean *N2rc	8
Harmonic-Mean *N2rrc	8
Harmonic-Mean *Hellinger^2	8
Harmonic-Mean *Manhattan^2	8
Harmonic-Mean *Euclidean^2	8
Harmonic-Mean *Chi-Squared^2	8
Harmonic-Mean *Normalized-Vectors^2	8
Harmonic-Mean *Harmonic-Mean^2	8
Harmonic-Mean *Jefferey-Div^2	8
Harmonic-Mean *K-Div^2	8
Harmonic-Mean *Pearson-Coeff^2	8
Harmonic-Mean *Squared-Chord^2	8
Harmonic-Mean *KL-Cond^2	8
Harmonic-Mean *Intersection^2	8
Harmonic-Mean *RRE-k-r^2	8
Harmonic-Mean *D2z^2	8
Harmonic-Mean *SimMM^2	8
Harmonic-Mean *EuclideanZ^2	8
Harmonic-Mean *EMD^2	8
Harmonic-Mean *Spearman^2	8
Harmonic-Mean *Jaccard^2	8
Harmonic-Mean *Lengthd^2	8
Harmonic-Mean *D2s^2	8
Harmonic-Mean *AFd^2	8
Harmonic-Mean *Mismatch^2	8
Harmonic-Mean *Canberra^2	8
Harmonic-Mean *Kulczynski1^2	8
Harmonic-Mean *Kulczynski2^2	8
Harmonic-Mean *Similarity-ratio^2	8
Harmonic-Mean *Jensen-Shannon^2	8
Harmonic-Mean *D2-star^2	8
Harmonic-Mean *N2r^2	8
Harmonic-Mean *N2rc^2	8
Harmonic-Mean *N2rrc^2	8
Jefferey-Div *K-Div	8
Jefferey-Div *Pearson-Coeff	8
Jefferey-Div *Squared-Chord	8
Jefferey-Div *KL-Cond	8
Jefferey-Div *Markov	8
Jefferey-Div *Intersection	8
Jefferey-Div *RRE-k-r	8
Jefferey-Div *D2z	8
Jefferey-Div *SimMM	8
Jefferey-Div *EuclideanZ	8
Jefferey-Div *EMD	8
Jefferey-Div *Spearman	8
Jefferey-Div *Jaccard	8
Jefferey-Div *Lengthd	8
Jefferey-Div *D2s	8
Jefferey-Div *AFd	8
Jefferey-Div *Mismatch	8
Jefferey-Div *Canberra	8
Jefferey-Div *Kulczynski1	8
Jefferey-Div *Kulczynski2	8
Jefferey-Div *Similarity-ratio	8
Jefferey-Div *Jensen-Shannon	8
Jefferey-Div *D2-star	8
Jefferey-Div *N2r	8
Jefferey-Div *N2rc	8
Jefferey-Div *N2rrc	8
Jefferey-Div *Hellinger^2	8
Jefferey-Div *Manhattan^2	8
Jefferey-Div *Euclidean^2	8
Jefferey-Div *Chi-Squared^2	8
Jefferey-Div *Normalized-Vectors^2	8
Jefferey-Div *Harmonic-Mean^2	8
Jefferey-Div *Jefferey-Div^2	8
Jefferey-Div *K-Div^2	8
Jefferey-Div *Pearson-Coeff^2	8
Jefferey-Div *Squared-Chord^2	8
Jefferey-Div *KL-Cond^2	8
Jefferey-Div *Intersection^2	8
Jefferey-Div *RRE-k-r^2	8
Jefferey-Div *D2z^2	8
Jefferey-Div *SimMM^2	8
Jefferey-Div *EuclideanZ^2	8
Jefferey-Div *EMD^2	8
Jefferey-Div *Spearman^2	8
Jefferey-Div *Jaccard^2	8
Jefferey-Div *Lengthd^2	8
Jefferey-Div *D2s^2	8
Jefferey-Div *AFd^2	8
Jefferey-Div *Mismatch^2	8
Jefferey-Div *Canberra^2	8
Jefferey-Div *Kulczynski1^2	8
Jefferey-Div *Kulczynski2^2	8
Jefferey-Div *Similarity-ratio^2	8
Jefferey-Div *Jensen-Shannon^2	8
Jefferey-Div *D2-star^2	8
Jefferey-Div *N2r^2	8
Jefferey-Div *N2rc^2	8
Jefferey-Div *N2rrc^2	8
K-Div *Pearson-Coeff	8
K-Div *Squared-Chord	8
K-Div *KL-Cond	8
K-Div *Markov	8
K-Div *Intersection	8
K-Div *RRE-k-r	8
K-Div *D2z	8
K-Div *SimMM	8
K-Div *EuclideanZ	8
K-Div *EMD	8
K-Div *Spearman	8
K-Div *Jaccard	8
K-Div *Lengthd	8
K-Div *D2s	8
K-Div *AFd	8
K-Div *Mismatch	8
K-Div *Canberra	8
K-Div *Kulczynski1	8
K-Div *Kulczynski2	8
K-Div *Similarity-ratio	8
K-Div *Jensen-Shannon	8
K-Div *D2-star	8
K-Div *N2r	8
K-Div *N2rc	8
K-Div *N2rrc	8
K-Div *Hellinger^2	8
K-Div *Manhattan^2	8
K-Div *Euclidean^2	8
K-Div *Chi-Squared^2	8
K-Div *Normalized-Vectors^2	8
K-Div *Harmonic-Mean^2	8
K-Div *Jefferey-Div^2	8
K-Div *K-Div^2	8
K-Div *Pearson-Coeff^2	8
K-Div *Squared-Chord^2	8
K-Div *KL-Cond^2	8
K-Div *Intersection^2	8
K-Div *RRE-k-r^2	8
K-Div *D2z^2	8
K-Div *SimMM^2	8
K-Div *EuclideanZ^2	8
K-Div *EMD^2	8
K-Div *Spearman^2	8
K-Div *Jaccard^2	8
K-Div *Lengthd^2	8
K-Div *D2s^2	8
K-Div *AFd^2	8
K-Div *Mismatch^2	8
K-Div *Canberra^2	8
K-Div *Kulczynski1^2	8
K-Div *Kulczynski2^2	8
K-Div *Similarity-ratio^2	8
K-Div *Jensen-Shannon^2	8
K-Div *D2-star^2	8
K-Div *N2r^2	8
K-Div *N2rc^2	8
K-Div *N2rrc^2	8
Pearson-Coeff *Squared-Chord	8
Pearson-Coeff *KL-Cond	8
Pearson-Coeff *Markov	8
Pearson-Coeff *Intersection	8
Pearson-Coeff *RRE-k-r	8
Pearson-Coeff *D2z	8
Pearson-Coeff *SimMM	8
Pearson-Coeff *EuclideanZ	8
Pearson-Coeff *Spearman	8
Pearson-Coeff *Jaccard	8
Pearson-Coeff *D2s	8
Pearson-Coeff *AFd	8
Pearson-Coeff *Mismatch	8
Pearson-Coeff *Canberra	8
Pearson-Coeff *Kulczynski1	8
Pearson-Coeff *Kulczynski2	8
Pearson-Coeff *Similarity-ratio	8
Pearson-Coeff *Jensen-Shannon	8
Pearson-Coeff *D2-star	8
Pearson-Coeff *N2r	8
Pearson-Coeff *N2rc	8
Pearson-Coeff *N2rrc	8
Pearson-Coeff *Hellinger^2	8
Pearson-Coeff *Manhattan^2	8
Pearson-Coeff *Euclidean^2	8
Pearson-Coeff *Chi-Squared^2	8
Pearson-Coeff *Normalized-Vectors^2	8
Pearson-Coeff *Harmonic-Mean^2	8
Pearson-Coeff *Jefferey-Div^2	8
Pearson-Coeff *K-Div^2	8
Pearson-Coeff *Pearson-Coeff^2	8
Pearson-Coeff *Squared-Chord^2	8
Pearson-Coeff *KL-Cond^2	8
Pearson-Coeff *Intersection^2	8
Pearson-Coeff *RRE-k-r^2	8
Pearson-Coeff *D2z^2	8
Pearson-Coeff *SimMM^2	8
Pearson-Coeff *EuclideanZ^2	8
Pearson-Coeff *EMD^2	8
Pearson-Coeff *Spearman^2	8
Pearson-Coeff *Jaccard^2	8
Pearson-Coeff *D2s^2	8
Pearson-Coeff *AFd^2	8
Pearson-Coeff *Mismatch^2	8
Pearson-Coeff *Canberra^2	8
Pearson-Coeff *Kulczynski1^2	8
Pearson-Coeff *Kulczynski2^2	8
Pearson-Coeff *Similarity-ratio^2	8
Pearson-Coeff *Jensen-Shannon^2	8
Pearson-Coeff *D2-star^2	8
Pearson-Coeff *N2r^2	8
Pearson-Coeff *N2rc^2	8
Pearson-Coeff *N2rrc^2	8
Squared-Chord *KL-Cond	8
Squared-Chord *Markov	8
Squared-Chord *Intersection	8
Squared-Chord *RRE-k-r	8
Squared-Chord *D2z	8
Squared-Chord *SimMM	8
Squared-Chord *EuclideanZ	8
Squared-Chord *EMD	8
Squared-Chord *Spearman	8
Squared-Chord *Jaccard	8
Squared-Chord *Lengthd	8
Squared-Chord *D2s	8
Squared-Chord *AFd	8
Squared-Chord *Mismatch	8
Squared-Chord *Canberra	8
Squared-Chord *Kulczynski1	8
Squared-Chord *Kulczynski2	8
Squared-Chord *Similarity-ratio	8
Squared-Chord *Jensen-Shannon	8
Squared-Chord *D2-star	8
Squared-Chord *N2r	8
Squared-Chord *N2rc	8
Squared-Chord *N2rrc	8
Squared-Chord *Hellinger^2	8
Squared-Chord *Manhattan^2	8
Squared-Chord *Euclidean^2	8
Squared-Chord *Chi-Squared^2	8
Squared-Chord *Normalized-Vectors^2	8
Squared-Chord *Harmonic-Mean^2	8
Squared-Chord *Jefferey-Div^2	8
Squared-Chord *K-Div^2	8
Squared-Chord *Pearson-Coeff^2	8
Squared-Chord *Squared-Chord^2	8
Squared-Chord *KL-Cond^2	8
Squared-Chord *Intersection^2	8
Squared-Chord *RRE-k-r^2	8
Squared-Chord *D2z^2	8
Squared-Chord *SimMM^2	8
Squared-Chord *EuclideanZ^2	8
Squared-Chord *EMD^2	8
Squared-Chord *Spearman^2	8
Squared-Chord *Jaccard^2	8
Squared-Chord *Lengthd^2	8
Squared-Chord *D2s^2	8
Squared-Chord *AFd^2	8
Squared-Chord *Mismatch^2	8
Squared-Chord *Canberra^2	8
Squared-Chord *Kulczynski1^2	8
Squared-Chord *Kulczynski2^2	8
Squared-Chord *Similarity-ratio^2	8
Squared-Chord *Jensen-Shannon^2	8
Squared-Chord *D2-star^2	8
Squared-Chord *N2r^2	8
Squared-Chord *N2rc^2	8
Squared-Chord *N2rrc^2	8
KL-Cond *Markov	8
KL-Cond *Intersection	8
KL-Cond *RRE-k-r	8
KL-Cond *D2z	8
KL-Cond *SimMM	8
KL-Cond *EuclideanZ	8
KL-Cond *EMD	8
KL-Cond *Spearman	8
KL-Cond *Jaccard	8
KL-Cond *Lengthd	8
KL-Cond *D2s	8
KL-Cond *AFd	8
KL-Cond *Mismatch	8
KL-Cond *Canberra	8
KL-Cond *Kulczynski1	8
KL-Cond *Kulczynski2	8
KL-Cond *Similarity-ratio	8
KL-Cond *Jensen-Shannon	8
KL-Cond *D2-star	8
KL-Cond *N2r	8
KL-Cond *N2rc	8
KL-Cond *N2rrc	8
KL-Cond *Hellinger^2	8
KL-Cond *Manhattan^2	8
KL-Cond *Euclidean^2	8
KL-Cond *Chi-Squared^2	8
KL-Cond *Normalized-Vectors^2	8
KL-Cond *Harmonic-Mean^2	8
KL-Cond *Jefferey-Div^2	8
KL-Cond *K-Div^2	8
KL-Cond *Pearson-Coeff^2	8
KL-Cond *Squared-Chord^2	8
KL-Cond *KL-Cond^2	8
KL-Cond *Intersection^2	8
KL-Cond *RRE-k-r^2	8
KL-Cond *D2z^2	8
KL-Cond *SimMM^2	8
KL-Cond *EuclideanZ^2	8
KL-Cond *EMD^2	8
KL-Cond *Spearman^2	8
KL-Cond *Jaccard^2	8
KL-Cond *Lengthd^2	8
KL-Cond *D2s^2	8
KL-Cond *AFd^2	8
KL-Cond *Mismatch^2	8
KL-Cond *Canberra^2	8
KL-Cond *Kulczynski1^2	8
KL-Cond *Kulczynski2^2	8
KL-Cond *Similarity-ratio^2	8
KL-Cond *Jensen-Shannon^2	8
KL-Cond *D2-star^2	8
KL-Cond *N2r^2	8
KL-Cond *N2rc^2	8
KL-Cond *N2rrc^2	8
Markov *Intersection	8
Markov *RRE-k-r	8
Markov *D2z	8
Markov *SimMM	8
Markov *EuclideanZ	8
Markov *EMD	8
Markov *Spearman	8
Markov *Jaccard	8
Markov *Lengthd	8
Markov *D2s	8
Markov *Mismatch	8
Markov *Canberra	8
Markov *Kulczynski1	8
Markov *Kulczynski2	8
Markov *Similarity-ratio	8
Markov *Jensen-Shannon	8
Markov *N2rrc	8
Markov *Hellinger^2	8
Markov *Manhattan^2	8
Markov *Chi-Squared^2	8
Markov *Normalized-Vectors^2	8
Markov *Harmonic-Mean^2	8
Markov *Jefferey-Div^2	8
Markov *K-Div^2	8
Markov *Pearson-Coeff^2	8
Markov *Squared-Chord^2	8
Markov *KL-Cond^2	8
Markov *Intersection^2	8
Markov *RRE-k-r^2	8
Markov *D2z^2	8
Markov *SimMM^2	8
Markov *EuclideanZ^2	8
Markov *Spearman^2	8
Markov *Jaccard^2	8
Markov *Lengthd^2	8
Markov *D2s^2	8
Markov *Mismatch^2	8
Markov *Canberra^2	8
Markov *Kulczynski1^2	8
Markov *Kulczynski2^2	8
Markov *Jensen-Shannon^2	8
Markov *N2r^2	8
Markov *N2rc^2	8
Markov *N2rrc^2	8
Intersection *RRE-k-r	8
Intersection *D2z	8
Intersection *SimMM	8
Intersection *EuclideanZ	8
Intersection *Spearman	8
Intersection *Jaccard	8
Intersection *D2s	8
Intersection *AFd	8
Intersection *Mismatch	8
Intersection *Canberra	8
Intersection *Kulczynski1	8
Intersection *Kulczynski2	8
Intersection *Similarity-ratio	8
Intersection *Jensen-Shannon	8
Intersection *D2-star	8
Intersection *N2r	8
Intersection *N2rc	8
Intersection *N2rrc	8
Intersection *Hellinger^2	8
Intersection *Manhattan^2	8
Intersection *Euclidean^2	8
Intersection *Chi-Squared^2	8
Intersection *Normalized-Vectors^2	8
Intersection *Harmonic-Mean^2	8
