Statistics	Correct_Neighbors
Manhattan	5
Euclidean	5
Intersection	5
Jaccard	5
Lengthd	5
Mismatch	5
Kulczynski2	5
N2rc	5
Manhattan^2	5
Euclidean^2	5
Intersection^2	5
Jaccard^2	5
Lengthd^2	5
Mismatch^2	5
Kulczynski2^2	5
N2rc^2	5
Manhattan *Euclidean	5
Manhattan *Intersection	5
Manhattan *Jaccard	5
Manhattan *Lengthd	5
Manhattan *Mismatch	5
Manhattan *Kulczynski2	5
Manhattan *N2rc	5
Manhattan *Manhattan^2	5
Manhattan *Euclidean^2	5
Manhattan *Intersection^2	5
Manhattan *Jaccard^2	5
Manhattan *Lengthd^2	5
Manhattan *Mismatch^2	5
Manhattan *Kulczynski2^2	5
Manhattan *N2rc^2	5
Euclidean *Intersection	5
Euclidean *Jaccard	5
Euclidean *Lengthd	5
Euclidean *Mismatch	5
Euclidean *Kulczynski2	5
Euclidean *N2rc	5
Euclidean *Manhattan^2	5
Euclidean *Euclidean^2	5
Euclidean *Intersection^2	5
Euclidean *Jaccard^2	5
Euclidean *Lengthd^2	5
Euclidean *Mismatch^2	5
Euclidean *Kulczynski2^2	5
Euclidean *N2rc^2	5
Chi-Squared *N2rc^2	5
Normalized-Vectors *N2rc	5
Normalized-Vectors *N2rc^2	5
Pearson-Coeff *N2rc	5
Pearson-Coeff *N2rc^2	5
Squared-Chord *N2rc^2	5
KL-Cond *N2rc^2	5
Intersection *Jaccard	5
Intersection *Lengthd	5
Intersection *Mismatch	5
Intersection *Kulczynski2	5
Intersection *N2rc	5
Intersection *Manhattan^2	5
Intersection *Euclidean^2	5
Intersection *Intersection^2	5
Intersection *Jaccard^2	5
Intersection *Lengthd^2	5
Intersection *Mismatch^2	5
Intersection *Kulczynski2^2	5
Intersection *N2rc^2	5
D2z *N2rc	5
D2z *N2rc^2	5
Jaccard *Lengthd	5
Jaccard *Mismatch	5
Jaccard *Kulczynski2	5
Jaccard *N2rc	5
Jaccard *Manhattan^2	5
Jaccard *Euclidean^2	5
Jaccard *Intersection^2	5
Jaccard *Jaccard^2	5
Jaccard *Lengthd^2	5
Jaccard *Mismatch^2	5
Jaccard *Kulczynski2^2	5
Jaccard *N2rc^2	5
Lengthd *Mismatch	5
Lengthd *Kulczynski2	5
Lengthd *N2rc	5
Lengthd *Manhattan^2	5
Lengthd *Euclidean^2	5
Lengthd *Intersection^2	5
Lengthd *Jaccard^2	5
Lengthd *Lengthd^2	5
Lengthd *Mismatch^2	5
Lengthd *Kulczynski2^2	5
Lengthd *N2rc^2	5
AFd *N2rc	5
AFd *N2rc^2	5
Mismatch *Kulczynski2	5
Mismatch *N2rc	5
Mismatch *Manhattan^2	5
Mismatch *Euclidean^2	5
Mismatch *Intersection^2	5
Mismatch *Jaccard^2	5
Mismatch *Lengthd^2	5
Mismatch *Mismatch^2	5
Mismatch *Kulczynski2^2	5
Mismatch *N2rc^2	5
Kulczynski2 *N2rc	5
Kulczynski2 *Manhattan^2	5
Kulczynski2 *Euclidean^2	5
Kulczynski2 *Intersection^2	5
Kulczynski2 *Jaccard^2	5
Kulczynski2 *Lengthd^2	5
Kulczynski2 *Mismatch^2	5
Kulczynski2 *Kulczynski2^2	5
Kulczynski2 *N2rc^2	5
Similarity-ratio *N2rc	5
Similarity-ratio *N2rc^2	5
N2r *N2rc	5
N2r *N2rc^2	5
N2rc *Manhattan^2	5
N2rc *Euclidean^2	5
N2rc *Normalized-Vectors^2	5
N2rc *Pearson-Coeff^2	5
N2rc *Intersection^2	5
N2rc *D2z^2	5
N2rc *Jaccard^2	5
N2rc *Lengthd^2	5
N2rc *AFd^2	5
N2rc *Mismatch^2	5
N2rc *Kulczynski2^2	5
N2rc *N2rc^2	5
N2rrc *N2rc^2	5
Manhattan^2 *Euclidean^2	5
Manhattan^2 *Intersection^2	5
Manhattan^2 *Jaccard^2	5
Manhattan^2 *Lengthd^2	5
Manhattan^2 *Mismatch^2	5
Manhattan^2 *Kulczynski2^2	5
Manhattan^2 *N2rc^2	5
Euclidean^2 *Intersection^2	5
Euclidean^2 *Jaccard^2	5
Euclidean^2 *Lengthd^2	5
Euclidean^2 *Mismatch^2	5
Euclidean^2 *Kulczynski2^2	5
Euclidean^2 *N2rc^2	5
Normalized-Vectors^2 *N2rc^2	5
Pearson-Coeff^2 *N2rc^2	5
Intersection^2 *Jaccard^2	5
Intersection^2 *Lengthd^2	5
Intersection^2 *Mismatch^2	5
Intersection^2 *Kulczynski2^2	5
Intersection^2 *N2rc^2	5
D2z^2 *N2rc^2	5
Jaccard^2 *Lengthd^2	5
Jaccard^2 *Mismatch^2	5
Jaccard^2 *Kulczynski2^2	5
Jaccard^2 *N2rc^2	5
Lengthd^2 *Mismatch^2	5
Lengthd^2 *Kulczynski2^2	5
Lengthd^2 *N2rc^2	5
AFd^2 *N2rc^2	5
Mismatch^2 *Kulczynski2^2	5
Mismatch^2 *N2rc^2	5
Kulczynski2^2 *N2rc^2	5
Similarity-ratio^2 *N2rc^2	5
N2r^2 *N2rc^2	5
Manhattan *N2r	4
Manhattan *N2rrc	4
Manhattan *N2r^2	4
Manhattan *N2rrc^2	4
Euclidean *N2r	4
Euclidean *N2rrc	4
Euclidean *N2r^2	4
Euclidean *N2rrc^2	4
Normalized-Vectors *N2rrc	4
Normalized-Vectors *N2rrc^2	4
Harmonic-Mean *N2rc	4
Harmonic-Mean *N2rc^2	4
Jefferey-Div *N2rc	4
Jefferey-Div *N2rc^2	4
K-Div *N2rc^2	4
Intersection *N2r	4
Intersection *N2rrc	4
Intersection *N2r^2	4
Intersection *N2rrc^2	4
SimMM *N2rc^2	4
EMD *N2rrc^2	4
Jaccard *N2r	4
Jaccard *N2rrc	4
Jaccard *N2r^2	4
Jaccard *N2rrc^2	4
Lengthd *N2r	4
Lengthd *N2rrc	4
Lengthd *N2r^2	4
Lengthd *N2rrc^2	4
Mismatch *N2r	4
Mismatch *N2rrc	4
Mismatch *N2r^2	4
Mismatch *N2rrc^2	4
Kulczynski2 *N2r	4
Kulczynski2 *N2rrc	4
Kulczynski2 *N2r^2	4
Kulczynski2 *N2rrc^2	4
Jensen-Shannon *N2rc	4
Jensen-Shannon *N2rc^2	4
N2r *Manhattan^2	4
N2r *Euclidean^2	4
N2r *Intersection^2	4
N2r *Jaccard^2	4
N2r *Lengthd^2	4
N2r *Mismatch^2	4
N2r *Kulczynski2^2	4
N2rc *N2rrc	4
N2rc *N2r^2	4
N2rc *N2rrc^2	4
N2rrc *Manhattan^2	4
N2rrc *Euclidean^2	4
N2rrc *Normalized-Vectors^2	4
N2rrc *Intersection^2	4
N2rrc *Jaccard^2	4
N2rrc *Lengthd^2	4
N2rrc *Mismatch^2	4
N2rrc *Kulczynski2^2	4
Manhattan^2 *N2r^2	4
Manhattan^2 *N2rrc^2	4
Euclidean^2 *N2r^2	4
Euclidean^2 *N2rrc^2	4
Normalized-Vectors^2 *N2rrc^2	4
Harmonic-Mean^2 *N2rc^2	4
Jefferey-Div^2 *N2rc^2	4
Intersection^2 *N2r^2	4
Intersection^2 *N2rrc^2	4
Jaccard^2 *N2r^2	4
Jaccard^2 *N2rrc^2	4
Lengthd^2 *N2r^2	4
Lengthd^2 *N2rrc^2	4
Mismatch^2 *N2r^2	4
Mismatch^2 *N2rrc^2	4
Kulczynski2^2 *N2r^2	4
Kulczynski2^2 *N2rrc^2	4
Jensen-Shannon^2 *N2rc^2	4
N2rc^2 *N2rrc^2	4
KL-Cond	3
RRE-k-r	3
SimMM	3
AFd	3
Similarity-ratio	3
N2r	3
N2rrc	3
KL-Cond^2	3
RRE-k-r^2	3
SimMM^2	3
AFd^2	3
Similarity-ratio^2	3
N2r^2	3
N2rrc^2	3
Hellinger *RRE-k-r	3
Hellinger *D2s	3
Hellinger *N2r	3
Hellinger *N2rc	3
Hellinger *N2rrc	3
Hellinger *RRE-k-r^2	3
Hellinger *Similarity-ratio^2	3
Hellinger *N2r^2	3
Hellinger *N2rc^2	3
Hellinger *N2rrc^2	3
Manhattan *KL-Cond	3
Manhattan *Markov	3
Manhattan *RRE-k-r	3
Manhattan *SimMM	3
Manhattan *D2s	3
Manhattan *AFd	3
Manhattan *Similarity-ratio	3
Manhattan *KL-Cond^2	3
Manhattan *RRE-k-r^2	3
Manhattan *SimMM^2	3
Manhattan *AFd^2	3
Manhattan *Similarity-ratio^2	3
Euclidean *KL-Cond	3
Euclidean *RRE-k-r	3
Euclidean *SimMM	3
Euclidean *D2s	3
Euclidean *AFd	3
Euclidean *Similarity-ratio	3
Euclidean *KL-Cond^2	3
Euclidean *RRE-k-r^2	3
Euclidean *SimMM^2	3
Euclidean *AFd^2	3
Euclidean *Similarity-ratio^2	3
Chi-Squared *RRE-k-r	3
Chi-Squared *Similarity-ratio	3
Chi-Squared *N2r	3
Chi-Squared *N2rc	3
Chi-Squared *N2rrc	3
Chi-Squared *RRE-k-r^2	3
Chi-Squared *Similarity-ratio^2	3
Chi-Squared *N2r^2	3
Chi-Squared *N2rrc^2	3
Normalized-Vectors *RRE-k-r	3
Normalized-Vectors *Similarity-ratio	3
Normalized-Vectors *N2r	3
Normalized-Vectors *RRE-k-r^2	3
Normalized-Vectors *Similarity-ratio^2	3
Normalized-Vectors *N2r^2	3
Harmonic-Mean *RRE-k-r	3
Harmonic-Mean *Similarity-ratio	3
Harmonic-Mean *N2r	3
Harmonic-Mean *N2rrc	3
Harmonic-Mean *RRE-k-r^2	3
Harmonic-Mean *Similarity-ratio^2	3
Harmonic-Mean *N2r^2	3
Harmonic-Mean *N2rrc^2	3
Jefferey-Div *RRE-k-r	3
Jefferey-Div *Similarity-ratio	3
Jefferey-Div *N2r	3
Jefferey-Div *N2rrc	3
Jefferey-Div *RRE-k-r^2	3
Jefferey-Div *Similarity-ratio^2	3
Jefferey-Div *N2r^2	3
Jefferey-Div *N2rrc^2	3
K-Div *RRE-k-r	3
K-Div *Similarity-ratio	3
K-Div *N2r	3
K-Div *N2rc	3
K-Div *N2rrc	3
K-Div *RRE-k-r^2	3
K-Div *Similarity-ratio^2	3
K-Div *N2r^2	3
K-Div *N2rrc^2	3
Pearson-Coeff *N2r	3
Pearson-Coeff *N2rrc	3
Pearson-Coeff *RRE-k-r^2	3
Pearson-Coeff *N2r^2	3
Pearson-Coeff *N2rrc^2	3
Squared-Chord *RRE-k-r	3
Squared-Chord *Similarity-ratio	3
Squared-Chord *N2r	3
Squared-Chord *N2rc	3
Squared-Chord *N2rrc	3
Squared-Chord *RRE-k-r^2	3
Squared-Chord *Similarity-ratio^2	3
Squared-Chord *N2r^2	3
Squared-Chord *N2rrc^2	3
KL-Cond *Intersection	3
KL-Cond *RRE-k-r	3
KL-Cond *SimMM	3
KL-Cond *Jaccard	3
KL-Cond *Lengthd	3
KL-Cond *AFd	3
KL-Cond *Mismatch	3
KL-Cond *Kulczynski2	3
KL-Cond *Similarity-ratio	3
KL-Cond *N2r	3
KL-Cond *N2rc	3
KL-Cond *N2rrc	3
KL-Cond *Manhattan^2	3
KL-Cond *Euclidean^2	3
KL-Cond *KL-Cond^2	3
KL-Cond *Intersection^2	3
KL-Cond *RRE-k-r^2	3
KL-Cond *SimMM^2	3
KL-Cond *Jaccard^2	3
KL-Cond *Lengthd^2	3
KL-Cond *AFd^2	3
KL-Cond *Mismatch^2	3
KL-Cond *Kulczynski2^2	3
KL-Cond *Similarity-ratio^2	3
KL-Cond *N2r^2	3
KL-Cond *N2rrc^2	3
Markov *Intersection	3
Markov *Jaccard	3
Markov *Mismatch	3
Markov *Canberra	3
Markov *Kulczynski1	3
Markov *Kulczynski2	3
Markov *Similarity-ratio	3
Markov *Manhattan^2	3
Markov *Euclidean^2	3
Markov *Intersection^2	3
Markov *Jaccard^2	3
Markov *Mismatch^2	3
Markov *Canberra^2	3
Markov *Kulczynski1^2	3
Markov *Kulczynski2^2	3
Markov *Similarity-ratio^2	3
Intersection *RRE-k-r	3
Intersection *SimMM	3
Intersection *D2s	3
Intersection *AFd	3
Intersection *Similarity-ratio	3
Intersection *KL-Cond^2	3
Intersection *RRE-k-r^2	3
Intersection *SimMM^2	3
Intersection *AFd^2	3
Intersection *Similarity-ratio^2	3
RRE-k-r *SimMM	3
RRE-k-r *Jaccard	3
RRE-k-r *Lengthd	3
RRE-k-r *AFd	3
RRE-k-r *Mismatch	3
RRE-k-r *Kulczynski1	3
RRE-k-r *Kulczynski2	3
RRE-k-r *Similarity-ratio	3
RRE-k-r *Jensen-Shannon	3
RRE-k-r *N2r	3
RRE-k-r *N2rc	3
RRE-k-r *N2rrc	3
RRE-k-r *Manhattan^2	3
RRE-k-r *Euclidean^2	3
RRE-k-r *Chi-Squared^2	3
RRE-k-r *Normalized-Vectors^2	3
RRE-k-r *Harmonic-Mean^2	3
RRE-k-r *Jefferey-Div^2	3
RRE-k-r *K-Div^2	3
RRE-k-r *Squared-Chord^2	3
RRE-k-r *KL-Cond^2	3
RRE-k-r *Intersection^2	3
RRE-k-r *RRE-k-r^2	3
RRE-k-r *SimMM^2	3
RRE-k-r *Jaccard^2	3
RRE-k-r *Lengthd^2	3
RRE-k-r *AFd^2	3
RRE-k-r *Mismatch^2	3
RRE-k-r *Kulczynski2^2	3
RRE-k-r *Similarity-ratio^2	3
RRE-k-r *Jensen-Shannon^2	3
RRE-k-r *N2r^2	3
RRE-k-r *N2rc^2	3
RRE-k-r *N2rrc^2	3
D2z *N2r	3
D2z *N2rrc	3
D2z *RRE-k-r^2	3
D2z *N2r^2	3
D2z *N2rrc^2	3
SimMM *Jaccard	3
SimMM *Lengthd	3
SimMM *AFd	3
SimMM *Mismatch	3
SimMM *Kulczynski2	3
SimMM *Similarity-ratio	3
SimMM *N2r	3
SimMM *N2rc	3
SimMM *N2rrc	3
SimMM *Manhattan^2	3
SimMM *Euclidean^2	3
SimMM *KL-Cond^2	3
SimMM *Intersection^2	3
SimMM *RRE-k-r^2	3
SimMM *SimMM^2	3
