Statistics	Correct_Neighbors
Pearson-Coeff *N2r^2	9
Pearson-Coeff *N2rc^2	9
Pearson-Coeff *N2rrc^2	9
Squared-Chord *D2z	9
Squared-Chord *EuclideanZ	9
Squared-Chord *Lengthd	9
Squared-Chord *Similarity-ratio	9
Squared-Chord *N2r	9
Squared-Chord *Manhattan^2	9
Squared-Chord *Euclidean^2	9
Squared-Chord *Normalized-Vectors^2	9
Squared-Chord *Harmonic-Mean^2	9
Squared-Chord *K-Div^2	9
Squared-Chord *Pearson-Coeff^2	9
Squared-Chord *KL-Cond^2	9
Squared-Chord *Intersection^2	9
Squared-Chord *D2z^2	9
Squared-Chord *EuclideanZ^2	9
Squared-Chord *Lengthd^2	9
Squared-Chord *Kulczynski2^2	9
Squared-Chord *Similarity-ratio^2	9
Squared-Chord *Jensen-Shannon^2	9
Squared-Chord *N2r^2	9
Squared-Chord *N2rrc^2	9
KL-Cond *Intersection	9
KL-Cond *D2z	9
KL-Cond *SimMM	9
KL-Cond *EuclideanZ	9
KL-Cond *EMD	9
KL-Cond *Lengthd	9
KL-Cond *AFd	9
KL-Cond *Kulczynski2	9
KL-Cond *Similarity-ratio	9
KL-Cond *Jensen-Shannon	9
KL-Cond *N2r	9
KL-Cond *N2rc	9
KL-Cond *N2rrc	9
KL-Cond *Manhattan^2	9
KL-Cond *Euclidean^2	9
KL-Cond *Normalized-Vectors^2	9
KL-Cond *Harmonic-Mean^2	9
KL-Cond *Jefferey-Div^2	9
KL-Cond *K-Div^2	9
KL-Cond *Pearson-Coeff^2	9
KL-Cond *KL-Cond^2	9
KL-Cond *Intersection^2	9
KL-Cond *D2z^2	9
KL-Cond *SimMM^2	9
KL-Cond *EuclideanZ^2	9
KL-Cond *Lengthd^2	9
KL-Cond *AFd^2	9
KL-Cond *Kulczynski2^2	9
KL-Cond *Similarity-ratio^2	9
KL-Cond *Jensen-Shannon^2	9
KL-Cond *N2r^2	9
KL-Cond *N2rc^2	9
KL-Cond *N2rrc^2	9
Markov *Jaccard	9
Markov *Mismatch	9
Markov *Hellinger^2	9
Markov *Manhattan^2	9
Markov *Euclidean^2	9
Markov *Intersection^2	9
Markov *Jaccard^2	9
Markov *Mismatch^2	9
Markov *Canberra^2	9
Markov *Kulczynski1^2	9
Markov *Kulczynski2^2	9
Markov *Similarity-ratio^2	9
Intersection *D2z	9
Intersection *SimMM	9
Intersection *EuclideanZ	9
Intersection *EMD	9
Intersection *Lengthd	9
Intersection *D2s	9
Intersection *AFd	9
Intersection *Kulczynski2	9
Intersection *Similarity-ratio	9
Intersection *Jensen-Shannon	9
Intersection *N2r	9
Intersection *N2rc	9
Intersection *N2rrc	9
Intersection *Manhattan^2	9
Intersection *Euclidean^2	9
Intersection *Normalized-Vectors^2	9
Intersection *Harmonic-Mean^2	9
Intersection *Jefferey-Div^2	9
Intersection *K-Div^2	9
Intersection *Pearson-Coeff^2	9
Intersection *KL-Cond^2	9
Intersection *Intersection^2	9
Intersection *D2z^2	9
Intersection *EuclideanZ^2	9
Intersection *EMD^2	9
Intersection *D2s^2	9
Intersection *AFd^2	9
Intersection *Kulczynski2^2	9
Intersection *Similarity-ratio^2	9
Intersection *Jensen-Shannon^2	9
Intersection *N2r^2	9
Intersection *N2rc^2	9
Intersection *N2rrc^2	9
RRE-k-r *D2z	9
RRE-k-r *EuclideanZ	9
RRE-k-r *EMD	9
RRE-k-r *Lengthd	9
RRE-k-r *Similarity-ratio	9
RRE-k-r *N2r	9
RRE-k-r *Manhattan^2	9
RRE-k-r *Euclidean^2	9
RRE-k-r *Normalized-Vectors^2	9
RRE-k-r *Pearson-Coeff^2	9
RRE-k-r *Intersection^2	9
RRE-k-r *D2z^2	9
RRE-k-r *EuclideanZ^2	9
RRE-k-r *Lengthd^2	9
RRE-k-r *Kulczynski2^2	9
RRE-k-r *Similarity-ratio^2	9
RRE-k-r *N2r^2	9
RRE-k-r *N2rrc^2	9
D2z *SimMM	9
D2z *EuclideanZ	9
D2z *EMD	9
D2z *D2s	9
D2z *AFd	9
D2z *Kulczynski2	9
D2z *Similarity-ratio	9
D2z *Jensen-Shannon	9
D2z *N2r	9
D2z *N2rc	9
D2z *N2rrc	9
D2z *Manhattan^2	9
D2z *Euclidean^2	9
D2z *Chi-Squared^2	9
D2z *Normalized-Vectors^2	9
D2z *Harmonic-Mean^2	9
D2z *Jefferey-Div^2	9
D2z *K-Div^2	9
D2z *Pearson-Coeff^2	9
D2z *Squared-Chord^2	9
D2z *KL-Cond^2	9
D2z *Intersection^2	9
D2z *RRE-k-r^2	9
D2z *D2z^2	9
D2z *SimMM^2	9
D2z *EuclideanZ^2	9
D2z *AFd^2	9
D2z *Kulczynski2^2	9
D2z *Similarity-ratio^2	9
D2z *Jensen-Shannon^2	9
D2z *N2r^2	9
D2z *N2rc^2	9
D2z *N2rrc^2	9
SimMM *EuclideanZ	9
SimMM *EMD	9
SimMM *Lengthd	9
SimMM *AFd	9
SimMM *Kulczynski2	9
SimMM *Similarity-ratio	9
SimMM *Jensen-Shannon	9
SimMM *N2r	9
SimMM *N2rc	9
SimMM *N2rrc	9
SimMM *Manhattan^2	9
SimMM *Euclidean^2	9
SimMM *Normalized-Vectors^2	9
SimMM *Harmonic-Mean^2	9
SimMM *Jefferey-Div^2	9
SimMM *K-Div^2	9
SimMM *Pearson-Coeff^2	9
SimMM *KL-Cond^2	9
SimMM *Intersection^2	9
SimMM *D2z^2	9
SimMM *SimMM^2	9
SimMM *EuclideanZ^2	9
SimMM *Lengthd^2	9
SimMM *AFd^2	9
SimMM *Kulczynski2^2	9
SimMM *Similarity-ratio^2	9
SimMM *Jensen-Shannon^2	9
SimMM *N2r^2	9
SimMM *N2rc^2	9
SimMM *N2rrc^2	9
EuclideanZ *EMD	9
EuclideanZ *Spearman	9
EuclideanZ *Jaccard	9
EuclideanZ *Lengthd	9
EuclideanZ *D2s	9
EuclideanZ *AFd	9
EuclideanZ *Mismatch	9
EuclideanZ *Canberra	9
EuclideanZ *Kulczynski1	9
EuclideanZ *Kulczynski2	9
EuclideanZ *Similarity-ratio	9
EuclideanZ *Jensen-Shannon	9
EuclideanZ *N2r	9
EuclideanZ *N2rc	9
EuclideanZ *N2rrc	9
EuclideanZ *Hellinger^2	9
EuclideanZ *Manhattan^2	9
EuclideanZ *Euclidean^2	9
EuclideanZ *Chi-Squared^2	9
EuclideanZ *Normalized-Vectors^2	9
EuclideanZ *Harmonic-Mean^2	9
EuclideanZ *Jefferey-Div^2	9
EuclideanZ *K-Div^2	9
EuclideanZ *Pearson-Coeff^2	9
EuclideanZ *Squared-Chord^2	9
EuclideanZ *KL-Cond^2	9
EuclideanZ *Intersection^2	9
EuclideanZ *RRE-k-r^2	9
EuclideanZ *D2z^2	9
EuclideanZ *SimMM^2	9
EuclideanZ *EuclideanZ^2	9
EuclideanZ *EMD^2	9
EuclideanZ *Spearman^2	9
EuclideanZ *Jaccard^2	9
EuclideanZ *D2s^2	9
EuclideanZ *AFd^2	9
EuclideanZ *Mismatch^2	9
EuclideanZ *Kulczynski1^2	9
EuclideanZ *Kulczynski2^2	9
EuclideanZ *Similarity-ratio^2	9
EuclideanZ *Jensen-Shannon^2	9
EuclideanZ *N2r^2	9
EuclideanZ *N2rc^2	9
EuclideanZ *N2rrc^2	9
EMD *Jaccard	9
EMD *Mismatch	9
EMD *Canberra	9
EMD *Kulczynski1	9
EMD *Kulczynski2	9
EMD *Similarity-ratio	9
EMD *N2r	9
EMD *Hellinger^2	9
EMD *Manhattan^2	9
EMD *Euclidean^2	9
EMD *Normalized-Vectors^2	9
EMD *Harmonic-Mean^2	9
EMD *K-Div^2	9
EMD *Pearson-Coeff^2	9
EMD *KL-Cond^2	9
EMD *Intersection^2	9
EMD *RRE-k-r^2	9
EMD *D2z^2	9
EMD *SimMM^2	9
EMD *EuclideanZ^2	9
EMD *Kulczynski1^2	9
EMD *Kulczynski2^2	9
EMD *Similarity-ratio^2	9
EMD *Jensen-Shannon^2	9
EMD *N2r^2	9
EMD *N2rrc^2	9
Spearman *Lengthd	9
Spearman *Similarity-ratio	9
Spearman *Manhattan^2	9
Spearman *Euclidean^2	9
Spearman *Normalized-Vectors^2	9
Spearman *Pearson-Coeff^2	9
Spearman *Intersection^2	9
Spearman *D2z^2	9
Spearman *EuclideanZ^2	9
Spearman *Lengthd^2	9
Spearman *Kulczynski2^2	9
Spearman *Similarity-ratio^2	9
Spearman *N2r^2	9
Spearman *N2rrc^2	9
Jaccard *Lengthd	9
Jaccard *D2s	9
Jaccard *Similarity-ratio	9
Jaccard *N2rc	9
Jaccard *N2rrc	9
Jaccard *Manhattan^2	9
Jaccard *Euclidean^2	9
Jaccard *Normalized-Vectors^2	9
Jaccard *Pearson-Coeff^2	9
Jaccard *Intersection^2	9
Jaccard *D2z^2	9
Jaccard *EuclideanZ^2	9
Jaccard *EMD^2	9
Jaccard *Lengthd^2	9
Jaccard *D2s^2	9
Jaccard *Kulczynski2^2	9
Jaccard *Similarity-ratio^2	9
Jaccard *N2r^2	9
Jaccard *N2rc^2	9
Jaccard *N2rrc^2	9
Lengthd *Mismatch	9
Lengthd *Canberra	9
Lengthd *Kulczynski1	9
Lengthd *Kulczynski2	9
Lengthd *Similarity-ratio	9
Lengthd *Jensen-Shannon	9
Lengthd *N2rc	9
Lengthd *N2rrc	9
Lengthd *Hellinger^2	9
Lengthd *Manhattan^2	9
Lengthd *Euclidean^2	9
Lengthd *Chi-Squared^2	9
Lengthd *Harmonic-Mean^2	9
Lengthd *Jefferey-Div^2	9
Lengthd *K-Div^2	9
Lengthd *Pearson-Coeff^2	9
Lengthd *Squared-Chord^2	9
Lengthd *KL-Cond^2	9
Lengthd *Intersection^2	9
Lengthd *RRE-k-r^2	9
Lengthd *D2z^2	9
Lengthd *SimMM^2	9
Lengthd *EuclideanZ^2	9
Lengthd *Spearman^2	9
Lengthd *Jaccard^2	9
Lengthd *Mismatch^2	9
Lengthd *Canberra^2	9
Lengthd *Kulczynski1^2	9
Lengthd *Kulczynski2^2	9
Lengthd *Similarity-ratio^2	9
Lengthd *Jensen-Shannon^2	9
Lengthd *N2rc^2	9
Lengthd *N2rrc^2	9
D2s *Mismatch	9
D2s *Kulczynski2	9
D2s *Similarity-ratio	9
D2s *N2rrc	9
D2s *Manhattan^2	9
D2s *Euclidean^2	9
D2s *Normalized-Vectors^2	9
D2s *Pearson-Coeff^2	9
D2s *Intersection^2	9
D2s *D2z^2	9
D2s *EuclideanZ^2	9
D2s *Kulczynski2^2	9
D2s *Similarity-ratio^2	9
D2s *N2r^2	9
D2s *N2rc^2	9
D2s *N2rrc^2	9
AFd *Kulczynski2	9
AFd *Similarity-ratio	9
AFd *Jensen-Shannon	9
AFd *N2r	9
AFd *N2rc	9
AFd *N2rrc	9
AFd *Manhattan^2	9
AFd *Euclidean^2	9
AFd *Normalized-Vectors^2	9
AFd *Harmonic-Mean^2	9
AFd *Jefferey-Div^2	9
AFd *K-Div^2	9
AFd *Pearson-Coeff^2	9
AFd *KL-Cond^2	9
AFd *Intersection^2	9
AFd *D2z^2	9
AFd *SimMM^2	9
AFd *EuclideanZ^2	9
AFd *Kulczynski2^2	9
AFd *Similarity-ratio^2	9
AFd *Jensen-Shannon^2	9
AFd *N2r^2	9
AFd *N2rc^2	9
AFd *N2rrc^2	9
Mismatch *Similarity-ratio	9
Mismatch *N2rc	9
Mismatch *N2rrc	9
Mismatch *Manhattan^2	9
Mismatch *Euclidean^2	9
Mismatch *Normalized-Vectors^2	9
Mismatch *Pearson-Coeff^2	9
Mismatch *Intersection^2	9
Mismatch *D2z^2	9
Mismatch *EuclideanZ^2	9
Mismatch *EMD^2	9
Mismatch *Lengthd^2	9
Mismatch *D2s^2	9
Mismatch *Kulczynski2^2	9
Mismatch *Similarity-ratio^2	9
Mismatch *N2r^2	9
Mismatch *N2rc^2	9
Mismatch *N2rrc^2	9
Canberra *Similarity-ratio	9
Canberra *Euclidean^2	9
Canberra *EuclideanZ^2	9
Canberra *Lengthd^2	9
Canberra *Similarity-ratio^2	9
Canberra *N2r^2	9
Kulczynski1 *Similarity-ratio	9
Kulczynski1 *Euclidean^2	9
Kulczynski1 *Normalized-Vectors^2	9
Kulczynski1 *Pearson-Coeff^2	9
Kulczynski1 *D2z^2	9
Kulczynski1 *EuclideanZ^2	9
Kulczynski1 *Lengthd^2	9
Kulczynski1 *Similarity-ratio^2	9
Kulczynski1 *N2r^2	9
Kulczynski2 *Similarity-ratio	9
Kulczynski2 *Jensen-Shannon	9
Kulczynski2 *N2r	9
Kulczynski2 *N2rc	9
Kulczynski2 *N2rrc	9
Kulczynski2 *Manhattan^2	9
Kulczynski2 *Euclidean^2	9
Kulczynski2 *Normalized-Vectors^2	9
Kulczynski2 *Harmonic-Mean^2	9
Kulczynski2 *Jefferey-Div^2	9
Kulczynski2 *K-Div^2	9
Kulczynski2 *Pearson-Coeff^2	9
Kulczynski2 *KL-Cond^2	9
Kulczynski2 *Intersection^2	9
Kulczynski2 *D2z^2	9
Kulczynski2 *EuclideanZ^2	9
Kulczynski2 *EMD^2	9
Kulczynski2 *D2s^2	9
Kulczynski2 *AFd^2	9
Kulczynski2 *Kulczynski2^2	9
Kulczynski2 *Similarity-ratio^2	9
Kulczynski2 *Jensen-Shannon^2	9
Kulczynski2 *N2r^2	9
Kulczynski2 *N2rc^2	9
Kulczynski2 *N2rrc^2	9
Similarity-ratio *Jensen-Shannon	9
Similarity-ratio *N2r	9
Similarity-ratio *N2rc	9
Similarity-ratio *N2rrc	9
Similarity-ratio *Hellinger^2	9
Similarity-ratio *Manhattan^2	9
Similarity-ratio *Euclidean^2	9
Similarity-ratio *Chi-Squared^2	9
Similarity-ratio *Normalized-Vectors^2	9
Similarity-ratio *Harmonic-Mean^2	9
Similarity-ratio *Jefferey-Div^2	9
Similarity-ratio *K-Div^2	9
Similarity-ratio *Pearson-Coeff^2	9
Similarity-ratio *Squared-Chord^2	9
Similarity-ratio *KL-Cond^2	9
Similarity-ratio *Intersection^2	9
Similarity-ratio *RRE-k-r^2	9
Similarity-ratio *D2z^2	9
Similarity-ratio *SimMM^2	9
Similarity-ratio *EuclideanZ^2	9
Similarity-ratio *EMD^2	9
Similarity-ratio *Spearman^2	9
Similarity-ratio *Jaccard^2	9
Similarity-ratio *D2s^2	9
Similarity-ratio *AFd^2	9
Similarity-ratio *Mismatch^2	9
Similarity-ratio *Kulczynski1^2	9
Similarity-ratio *Kulczynski2^2	9
Similarity-ratio *Similarity-ratio^2	9
Similarity-ratio *Jensen-Shannon^2	9
Similarity-ratio *N2r^2	9
Similarity-ratio *N2rc^2	9
Similarity-ratio *N2rrc^2	9
Jensen-Shannon *N2r	9
Jensen-Shannon *N2rc	9
Jensen-Shannon *N2rrc	9
Jensen-Shannon *Manhattan^2	9
Jensen-Shannon *Euclidean^2	9
Jensen-Shannon *Normalized-Vectors^2	9
Jensen-Shannon *Harmonic-Mean^2	9
Jensen-Shannon *Jefferey-Div^2	9
