Statistics	Correct_Neighbors
Jefferey-Div *N2rrc^2	7
K-Div *Pearson-Coeff	7
K-Div *Squared-Chord	7
K-Div *KL-Cond	7
K-Div *Markov	7
K-Div *Intersection	7
K-Div *RRE-k-r	7
K-Div *D2z	7
K-Div *SimMM	7
K-Div *EuclideanZ	7
K-Div *EMD	7
K-Div *Spearman	7
K-Div *Jaccard	7
K-Div *Lengthd	7
K-Div *D2s	7
K-Div *AFd	7
K-Div *Mismatch	7
K-Div *Canberra	7
K-Div *Kulczynski1	7
K-Div *Kulczynski2	7
K-Div *Similarity-ratio	7
K-Div *Jensen-Shannon	7
K-Div *D2-star	7
K-Div *N2r	7
K-Div *N2rc	7
K-Div *N2rrc	7
K-Div *Hellinger^2	7
K-Div *Manhattan^2	7
K-Div *Euclidean^2	7
K-Div *Chi-Squared^2	7
K-Div *Normalized-Vectors^2	7
K-Div *Harmonic-Mean^2	7
K-Div *Jefferey-Div^2	7
K-Div *K-Div^2	7
K-Div *Pearson-Coeff^2	7
K-Div *Squared-Chord^2	7
K-Div *KL-Cond^2	7
K-Div *Markov^2	7
K-Div *Intersection^2	7
K-Div *RRE-k-r^2	7
K-Div *D2z^2	7
K-Div *SimMM^2	7
K-Div *EuclideanZ^2	7
K-Div *EMD^2	7
K-Div *Spearman^2	7
K-Div *Jaccard^2	7
K-Div *Lengthd^2	7
K-Div *D2s^2	7
K-Div *AFd^2	7
K-Div *Mismatch^2	7
K-Div *Canberra^2	7
K-Div *Kulczynski1^2	7
K-Div *Kulczynski2^2	7
K-Div *Similarity-ratio^2	7
K-Div *Jensen-Shannon^2	7
K-Div *D2-star^2	7
K-Div *N2r^2	7
K-Div *N2rc^2	7
K-Div *N2rrc^2	7
Pearson-Coeff *Squared-Chord	7
Pearson-Coeff *KL-Cond	7
Pearson-Coeff *Markov	7
Pearson-Coeff *Intersection	7
Pearson-Coeff *RRE-k-r	7
Pearson-Coeff *D2z	7
Pearson-Coeff *SimMM	7
Pearson-Coeff *EuclideanZ	7
Pearson-Coeff *EMD	7
Pearson-Coeff *Spearman	7
Pearson-Coeff *Jaccard	7
Pearson-Coeff *Lengthd	7
Pearson-Coeff *D2s	7
Pearson-Coeff *AFd	7
Pearson-Coeff *Mismatch	7
Pearson-Coeff *Canberra	7
Pearson-Coeff *Kulczynski1	7
Pearson-Coeff *Kulczynski2	7
Pearson-Coeff *Similarity-ratio	7
Pearson-Coeff *Jensen-Shannon	7
Pearson-Coeff *D2-star	7
Pearson-Coeff *N2r	7
Pearson-Coeff *N2rc	7
Pearson-Coeff *N2rrc	7
Pearson-Coeff *Hellinger^2	7
Pearson-Coeff *Manhattan^2	7
Pearson-Coeff *Euclidean^2	7
Pearson-Coeff *Chi-Squared^2	7
Pearson-Coeff *Normalized-Vectors^2	7
Pearson-Coeff *Harmonic-Mean^2	7
Pearson-Coeff *Jefferey-Div^2	7
Pearson-Coeff *K-Div^2	7
Pearson-Coeff *Pearson-Coeff^2	7
Pearson-Coeff *Squared-Chord^2	7
Pearson-Coeff *KL-Cond^2	7
Pearson-Coeff *Markov^2	7
Pearson-Coeff *Intersection^2	7
Pearson-Coeff *RRE-k-r^2	7
Pearson-Coeff *D2z^2	7
Pearson-Coeff *SimMM^2	7
Pearson-Coeff *EuclideanZ^2	7
Pearson-Coeff *EMD^2	7
Pearson-Coeff *Spearman^2	7
Pearson-Coeff *Jaccard^2	7
Pearson-Coeff *Lengthd^2	7
Pearson-Coeff *D2s^2	7
Pearson-Coeff *AFd^2	7
Pearson-Coeff *Mismatch^2	7
Pearson-Coeff *Canberra^2	7
Pearson-Coeff *Kulczynski1^2	7
Pearson-Coeff *Kulczynski2^2	7
Pearson-Coeff *Similarity-ratio^2	7
Pearson-Coeff *Jensen-Shannon^2	7
Pearson-Coeff *D2-star^2	7
Pearson-Coeff *N2r^2	7
Pearson-Coeff *N2rc^2	7
Pearson-Coeff *N2rrc^2	7
Squared-Chord *KL-Cond	7
Squared-Chord *Markov	7
Squared-Chord *Intersection	7
Squared-Chord *RRE-k-r	7
Squared-Chord *D2z	7
Squared-Chord *SimMM	7
Squared-Chord *EuclideanZ	7
Squared-Chord *EMD	7
Squared-Chord *Spearman	7
Squared-Chord *Jaccard	7
Squared-Chord *Lengthd	7
Squared-Chord *D2s	7
Squared-Chord *AFd	7
Squared-Chord *Mismatch	7
Squared-Chord *Canberra	7
Squared-Chord *Kulczynski1	7
Squared-Chord *Kulczynski2	7
Squared-Chord *Similarity-ratio	7
Squared-Chord *Jensen-Shannon	7
Squared-Chord *D2-star	7
Squared-Chord *N2r	7
Squared-Chord *N2rc	7
Squared-Chord *N2rrc	7
Squared-Chord *Hellinger^2	7
Squared-Chord *Manhattan^2	7
Squared-Chord *Euclidean^2	7
Squared-Chord *Chi-Squared^2	7
Squared-Chord *Normalized-Vectors^2	7
Squared-Chord *Harmonic-Mean^2	7
Squared-Chord *Jefferey-Div^2	7
Squared-Chord *K-Div^2	7
Squared-Chord *Pearson-Coeff^2	7
Squared-Chord *Squared-Chord^2	7
Squared-Chord *KL-Cond^2	7
Squared-Chord *Intersection^2	7
Squared-Chord *RRE-k-r^2	7
Squared-Chord *D2z^2	7
Squared-Chord *SimMM^2	7
Squared-Chord *EuclideanZ^2	7
Squared-Chord *Spearman^2	7
Squared-Chord *Jaccard^2	7
Squared-Chord *D2s^2	7
Squared-Chord *AFd^2	7
Squared-Chord *Mismatch^2	7
Squared-Chord *Canberra^2	7
Squared-Chord *Kulczynski1^2	7
Squared-Chord *Kulczynski2^2	7
Squared-Chord *Similarity-ratio^2	7
Squared-Chord *Jensen-Shannon^2	7
Squared-Chord *D2-star^2	7
Squared-Chord *N2r^2	7
Squared-Chord *N2rc^2	7
Squared-Chord *N2rrc^2	7
KL-Cond *Markov	7
KL-Cond *Intersection	7
KL-Cond *RRE-k-r	7
KL-Cond *D2z	7
KL-Cond *SimMM	7
KL-Cond *EuclideanZ	7
KL-Cond *EMD	7
KL-Cond *Spearman	7
KL-Cond *Jaccard	7
KL-Cond *Lengthd	7
KL-Cond *D2s	7
KL-Cond *AFd	7
KL-Cond *Mismatch	7
KL-Cond *Canberra	7
KL-Cond *Kulczynski1	7
KL-Cond *Kulczynski2	7
KL-Cond *Similarity-ratio	7
KL-Cond *Jensen-Shannon	7
KL-Cond *D2-star	7
KL-Cond *N2r	7
KL-Cond *N2rc	7
KL-Cond *N2rrc	7
KL-Cond *Hellinger^2	7
KL-Cond *Manhattan^2	7
KL-Cond *Euclidean^2	7
KL-Cond *Chi-Squared^2	7
KL-Cond *Normalized-Vectors^2	7
KL-Cond *Harmonic-Mean^2	7
KL-Cond *Jefferey-Div^2	7
KL-Cond *K-Div^2	7
KL-Cond *Pearson-Coeff^2	7
KL-Cond *Squared-Chord^2	7
KL-Cond *KL-Cond^2	7
KL-Cond *Markov^2	7
KL-Cond *Intersection^2	7
KL-Cond *RRE-k-r^2	7
KL-Cond *D2z^2	7
KL-Cond *SimMM^2	7
KL-Cond *EuclideanZ^2	7
KL-Cond *EMD^2	7
KL-Cond *Spearman^2	7
KL-Cond *Jaccard^2	7
KL-Cond *Lengthd^2	7
KL-Cond *D2s^2	7
KL-Cond *AFd^2	7
KL-Cond *Mismatch^2	7
KL-Cond *Canberra^2	7
KL-Cond *Kulczynski1^2	7
KL-Cond *Kulczynski2^2	7
KL-Cond *Similarity-ratio^2	7
KL-Cond *Jensen-Shannon^2	7
KL-Cond *D2-star^2	7
KL-Cond *N2r^2	7
KL-Cond *N2rc^2	7
KL-Cond *N2rrc^2	7
Markov *Intersection	7
Markov *RRE-k-r	7
Markov *D2z	7
Markov *SimMM	7
Markov *EuclideanZ	7
Markov *EMD	7
Markov *Spearman	7
Markov *Jaccard	7
Markov *Lengthd	7
Markov *D2s	7
Markov *Mismatch	7
Markov *Canberra	7
Markov *Kulczynski1	7
Markov *Kulczynski2	7
Markov *Similarity-ratio	7
Markov *Jensen-Shannon	7
Markov *D2-star	7
Markov *N2r	7
Markov *N2rc	7
Markov *N2rrc	7
Markov *Hellinger^2	7
Markov *Manhattan^2	7
Markov *Euclidean^2	7
Markov *Chi-Squared^2	7
Markov *Normalized-Vectors^2	7
Markov *Harmonic-Mean^2	7
Markov *Jefferey-Div^2	7
Markov *K-Div^2	7
Markov *Pearson-Coeff^2	7
Markov *Squared-Chord^2	7
Markov *KL-Cond^2	7
Markov *Intersection^2	7
Markov *RRE-k-r^2	7
Markov *D2z^2	7
Markov *SimMM^2	7
Markov *EuclideanZ^2	7
Markov *Spearman^2	7
Markov *Jaccard^2	7
Markov *D2s^2	7
Markov *Mismatch^2	7
Markov *Canberra^2	7
Markov *Kulczynski1^2	7
Markov *Kulczynski2^2	7
Markov *Similarity-ratio^2	7
Markov *Jensen-Shannon^2	7
Markov *D2-star^2	7
Markov *N2r^2	7
Markov *N2rc^2	7
Markov *N2rrc^2	7
Intersection *RRE-k-r	7
Intersection *D2z	7
Intersection *SimMM	7
Intersection *EuclideanZ	7
Intersection *EMD	7
Intersection *Spearman	7
Intersection *Jaccard	7
Intersection *Lengthd	7
Intersection *D2s	7
Intersection *AFd	7
Intersection *Mismatch	7
Intersection *Canberra	7
Intersection *Kulczynski1	7
Intersection *Kulczynski2	7
Intersection *Similarity-ratio	7
Intersection *Jensen-Shannon	7
Intersection *D2-star	7
Intersection *N2r	7
Intersection *N2rc	7
Intersection *N2rrc	7
Intersection *Hellinger^2	7
Intersection *Manhattan^2	7
Intersection *Euclidean^2	7
Intersection *Chi-Squared^2	7
Intersection *Normalized-Vectors^2	7
Intersection *Harmonic-Mean^2	7
Intersection *Jefferey-Div^2	7
Intersection *K-Div^2	7
Intersection *Pearson-Coeff^2	7
Intersection *Squared-Chord^2	7
Intersection *KL-Cond^2	7
Intersection *Markov^2	7
Intersection *Intersection^2	7
Intersection *RRE-k-r^2	7
Intersection *D2z^2	7
Intersection *SimMM^2	7
Intersection *EuclideanZ^2	7
Intersection *EMD^2	7
Intersection *Spearman^2	7
Intersection *Jaccard^2	7
Intersection *Lengthd^2	7
Intersection *D2s^2	7
Intersection *AFd^2	7
Intersection *Mismatch^2	7
Intersection *Canberra^2	7
Intersection *Kulczynski1^2	7
Intersection *Kulczynski2^2	7
Intersection *Similarity-ratio^2	7
Intersection *Jensen-Shannon^2	7
Intersection *D2-star^2	7
Intersection *N2r^2	7
Intersection *N2rc^2	7
Intersection *N2rrc^2	7
RRE-k-r *D2z	7
RRE-k-r *SimMM	7
